datetime,circuit_id,process_time_ms,caminput,grayfilter,shape01,pos01,label01,switch01,shape02,pos02,switch02,resultdisplay,status
3/17/2026 17:03,25,59.41,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:03,26,61.67,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:03,27,59.7,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:03,28,60.1,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:03,29,60.93,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:03,30,60.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:03,31,59.58,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,32,59.82,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,33,60.91,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,34,60.62,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,35,61.79,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,36,61.82,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,37,61.82,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,38,58.62,1,1,1,1,1,0,1,1,1,1,0
3/17/2026 17:04,39,61.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,40,59.52,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,41,61.37,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,42,59.1,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,43,61.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,44,59.59,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,45,60.94,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,46,61.47,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,47,59.41,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,48,61.76,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,49,59.96,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,50,59.57,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:04,51,60.43,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,52,60.24,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,53,61.66,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,54,59.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,55,61.61,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,56,61.47,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,57,61.89,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,58,60.07,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,59,58.81,1,1,1,1,1,1,1,1,0,1,0
3/17/2026 17:05,60,61.64,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,61,60.13,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,62,60.72,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,63,59.7,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,64,60.17,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,65,61.44,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:05,66,57.36,1,1,1,1,1,1,1,0,1,1,0
3/17/2026 17:06,67,61.94,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,68,59.08,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,69,58.9,1,1,0,1,1,1,1,1,1,1,0
3/17/2026 17:06,70,60.45,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,71,59.17,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,72,59.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,73,57.45,1,1,0,1,1,0,1,1,1,1,0
3/17/2026 17:06,74,59.04,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,75,59.27,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,76,59.95,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,77,61.95,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,78,59.86,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,79,61.31,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,80,60.42,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:06,81,61.68,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,82,59.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,83,59.57,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,84,61.6,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,85,61.54,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,86,59.84,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,87,61.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,88,61.47,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,89,59.55,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,90,61.07,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,91,58.6,1,1,1,1,1,1,0,1,1,1,0
3/17/2026 17:07,92,59.31,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,93,61.35,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,94,60.54,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,95,59.02,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,96,61.1,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,97,60.71,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:07,98,61.61,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,99,60.38,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,100,60.92,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,101,61.41,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,102,61.35,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,103,59.35,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,104,61.07,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,105,60.67,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,106,60.67,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,107,60.04,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,108,61.21,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,109,61.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,110,59.12,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,111,60.48,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,112,60.78,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,113,60.94,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,114,60.7,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:08,115,61.64,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,116,59.3,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,117,61.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,118,61.14,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,119,60.91,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,120,59.26,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,121,59.27,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,122,61.2,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,123,59.91,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,124,59.74,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,125,57.65,1,1,1,1,1,0,1,1,1,1,0
3/17/2026 17:09,126,59.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,127,60.76,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,128,60.54,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,129,61.57,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,130,61.19,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,131,59.21,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:09,132,60.46,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,133,60.97,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,134,60.19,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,135,61.12,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,136,60,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,137,61.02,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,138,60.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,139,59.39,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,140,60.13,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,141,60.06,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,142,59.39,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,143,60.92,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,144,59.21,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,145,61.88,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,146,61.96,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:10,147,60.97,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,148,59.29,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,149,61.46,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,150,59.49,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,151,58.01,1,1,1,1,1,1,1,1,0,1,0
3/17/2026 17:11,152,60.1,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,153,57.15,1,1,1,1,1,1,1,0,1,1,0
3/17/2026 17:11,154,59.6,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,155,59.47,1,1,0,1,1,1,1,1,1,1,0
3/17/2026 17:11,156,61.56,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,157,59.62,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,158,60.25,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,159,61.65,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,160,59.16,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,161,57.1,1,1,1,0,1,1,1,1,1,1,0
3/17/2026 17:11,162,59.92,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,163,61.62,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:11,164,60.92,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,165,59.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,166,59.75,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,167,57.56,1,1,0,1,1,0,1,1,1,1,0
3/17/2026 17:12,168,59.99,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,169,59.02,1,1,1,1,1,1,0,1,1,1,0
3/17/2026 17:12,170,59.74,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,171,60.64,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,172,59.47,1,1,1,1,1,0,1,1,0,1,0
3/17/2026 17:12,173,60.21,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,174,60.02,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,175,59.97,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,176,61.32,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,177,59.16,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,178,61.36,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,179,59.88,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:12,180,61.02,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,181,59.59,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,182,61.8,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,183,60.6,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,184,61.38,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,185,60.56,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,186,61.64,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,187,59.09,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,188,58.77,1,1,1,1,1,1,1,0,1,1,0
3/17/2026 17:13,189,61.37,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,190,60.81,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,191,58.85,1,1,0,1,1,1,1,1,1,1,0
3/17/2026 17:13,192,57.69,1,1,1,1,0,1,1,1,1,1,0
3/17/2026 17:13,193,59.94,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,194,59.3,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,195,59.78,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,196,59.86,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:13,197,60.89,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,198,59.4,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,199,60.16,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,200,59.01,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,201,59.28,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,202,60.69,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,203,60.11,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,204,59.11,1,1,1,1,0,1,1,0,1,1,0
3/17/2026 17:14,205,60.08,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,206,60.25,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,207,57.61,1,1,1,1,1,1,0,1,1,1,0
3/17/2026 17:14,208,60.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,209,60.93,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,210,57.24,1,1,1,1,1,1,1,1,0,1,0
3/17/2026 17:14,211,60.72,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,212,60.24,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,213,59.19,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:14,214,60.77,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,215,61.16,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,216,61.95,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,217,58.66,1,1,1,1,1,1,1,1,0,1,0
3/17/2026 17:15,218,58.09,1,1,1,1,0,1,1,1,1,1,0
3/17/2026 17:15,219,58.9,1,1,1,1,0,1,1,0,1,1,0
3/17/2026 17:15,220,61.62,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,221,60.41,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,222,61.33,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,223,57.53,1,1,1,1,1,1,0,1,1,1,0
3/17/2026 17:15,224,59.52,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,225,60.6,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,226,59.23,1,1,1,1,1,1,1,1,1,1,1
3/17/2026 17:15,227,50,1,1,1,1,1,1,1,1,1,1,1
